msno,city,bd,gender,registered_via,registration_init_time
/v3HZuVWV/LARop7+mGbIkOpWfihfcdBbfMifHCd8JQ=,1,0,,7,20160804
feo502BpwYX+jWiCFLqV9wV+ZBViwZmPcJKvsBM1abo=,5,39,male,9,20110717
pM3as9TCN4p70iwVwoL7xk3fH1RorqthtegbozOEO5g=,6,33,female,3,20150607
r0iIyNnnEYx2Cd/33Y2Vh7/Ufpj6nEdUWqXjQilOFy8=,1,42,female,3,20150810
S8OdHUN8u7q1c+4uqSNpNgNh3u2Zf0sNmgovK55rWyc=,5,29,male,3,20150115
ZWCb2Fec0PTKT3rE/GgIYnCcZkG+xLu+m6/uAc8edEI=,17,36,female,9,20110421
HQNnhIRhJhONgnlnRi3y//P+sKweC8f1rKH2FBkgU8o=,1,0,,4,20160517
6FkIy6JAb+FMd+ecAce0J+dZnZr4NHYAB0UPjvDQaHg=,1,0,,7,20150725
S96DwK74MLJLWwzTFbGQqKrsdF/MpdPHmQDbCOVmkYU=,22,26,female,3,20130723
jRkAZxZmFbUXyzHySy//0sF6KziF1GuSPBGQ6QsFyPo=,1,0,,7,20160825
pVCMqkpjNNTlhdI9Ttdh00XDPonq/RacUieyqSvUZNE=,1,0,,3,20121123
XqY5hN3RcFWjTinOQpfvOfJbF/H/mPqZ1pDod4HuW6Y=,1,0,,3,20121202
suwYZUoSPbxEVW3TM6HgjY1wGPUaQJgsWlscpHEtOxU=,1,0,,4,20160731
hsRQ6VdCzC5ddHdtxTIE0bh/tfE1M8/1fkYzylS1/zE=,6,31,female,9,20160811
CNCJn6fHjS9IfsgGv3Qxe313jJFGueXLyIZ6mUDTlfw=,1,0,,7,20160916
xb4U+2pfpJlfG5+uBwxRkq0yHbZwyyKF4sSFDOdmpFE=,1,0,,7,20161119
9rvd94SIs/VjECXfxWchq2uWWzeIxUCxmoLdT16JnE0=,5,29,male,3,20170121
9BKIXTonMUEM5p6nszsMz0ZxlevIcJn3UKWZHfTjGKA=,1,17,,3,20121118
xq1j4+K2b3v7THxVbMzC7XTwuGBLd8ElZjsuszx6ohs=,15,37,male,3,20140306
RiaidIESHAbd3ZRy6w7bHh0f0pf2zDlTelx2ZJLtVqQ=,13,32,male,9,20090904
WSL6k5psxyYnw5n/ausi2/miXIn5vmwNETiCZwMArSI=,1,0,,4,20170117
qqKn+zH4viNALWL/SBsSp8cJNGi4k/YCBzIxU1OkA4E=,1,22,,9,20160830
PsiTZjQgrjcWWJBrqmKIUNFnxwa10b6tau0o7VSHmRs=,10,0,,4,20160923
4Ms9Qfuqaa+JSjVQft8Nba+LmJGvKQ3cO/ChlXwHx78=,7,0,,3,20130714
4XBBbSR2H113CfX51CnEDd+bfqJQXI0xkrtBTPL0UpM=,1,0,,7,20130731
9HYzcixngJiJ3cbYJKxuVacta2FplOSi+r+P9osF9Ac=,13,22,male,3,20130828
BX6yZBd37mHLrU+Mqk8G24KDhvfounpQxtsneNYA2IM=,15,23,male,9,20130919
NU69YzA2d0dgj31OOHUL9jxmgrsjM3t4/00eGkDzUjU=,13,18,female,4,20160610
Ph7Rw7u79zFLYjlr67IIi369nkeTjLAI1xi/v1WnyIU=,1,0,,4,20160617
FgZRbm4Z3C/zH+9EVpOJpkHjYmhad8q2vVjPMXlY18M=,1,0,,7,20160819
o0Jwt+U/J33J+tOjqzl0K6jE8zKzOJcPVgky0y6WpoA=,1,0,,4,20161107
u+M5XXwYA5b2eEjOMtr1nXPCh1mvU7O3Zew0T/e12s4=,1,0,,7,20161214
vL4R/4tmUXZ+r9aJRBqbRl360+xSscox3bovDRD/SGQ=,4,41,male,3,20130304
qCbu641wSr5nuNHf+fhOWXFdYQ6U/JZLdmBSCOHkE3o=,1,0,,7,20160816
fkG/lhkTq2qNXYUTxr4Rj9T17pJzNceGHlvMlFiCBGE=,1,0,,9,20150617
Y5U68UypkD5+YyGqUsunGtVdNwJhh8W/0xxQtCjcsJQ=,1,0,,7,20150702
xvMq0Qf7VeN2iYv4yjsdaXHIS+5d1awjFwlyp43eRBQ=,1,0,,4,20161120
xe+1LPHbaICJwi3LAz6mfloPVWpe0Dnht6x1xLUU0pU=,13,19,female,9,20150115
SwNJkatkb8uxFir16fKipMxZN4PHUZ2foALEe4GJ0xo=,4,0,,4,20160825
CtnrHx/hNGW9AUzLudl+8RhWmn0Zv5WdXnzpTAQ6IqU=,13,0,,3,20130109
nBx2kVU4XYEGlttTYx+eVC6usiwGOVfACBRFKtHZ098=,10,28,female,9,20160613
MqHm43n5/V2Jon0S8Khm+rSFzrE6lhLx1VgP7yagab0=,4,22,female,3,20141009
ztGFL9TBTu4TqaWobzuRk14WYa/44GfNbDlKRhH7PjI=,1,0,,7,20161113
mV5ykY+Gs4XmQgXP4NqkZNyThTDKSQFQPBN7TetWwkE=,1,0,,7,20161126
jTiSdt0hTirOJ1c4caVNQLBSTW1lmn3ymqWTbVfzTbI=,1,0,,13,20161129
FeZ2uTgEp68j5lF7fyQi8yxO6ArFTFzJXdepAqQVuig=,13,0,,3,20130104
G1QKGnMBgKutnwN93s/Cs1CBotQq6Lu7/iZlHc7FOpQ=,1,0,,7,20151010
YHlkjVTExVmquv87CHK/ACjWjMSjjrNRj+YJSfpEwVA=,1,0,,7,20160127
uI3lRv1zSaGDNej+uUWzxpBOPR0WHUW+2qnCI+okCRc=,1,0,,7,20160129
W/RNLCimLAWszxa0L7f2lJMszhmOiQU+Y9JZq6kTHa8=,1,0,,13,20161107
CvW8f9A1mALktaC+8x5P8EL9bFpvVcETSAadakLx3iY=,14,22,male,7,20120211
EMmC/i1AqES2SnA4T5pKB8k8vJJlpN7thpwa5JWHei4=,4,0,,7,20151114
ODxzYLiDEG+ZYcZTJjnsF1nj1EkGAHR3CofvIVgPZJ4=,1,0,,7,20160920
bk+C0z55poTCltWHbuqZS7ssv942BHskCaHbDu/f5Qg=,1,21,female,3,20151001
yPtvARCPzYLI0Y2/bXI802soWYJEKeAqa+m8dwIJyzM=,1,0,,9,20150104
OyFDnINQu2UpPj/pCcN6N10xn84QZPuamjkvXlw2cmg=,1,0,,7,20161116
W51SWFU43cyUOAw9+9MmJP+R9RWtfqwmku8jgExfaa0=,1,0,,9,20150630
VSv4du3tant2BF+oHAXASJwAAfjRYt6TejpGwqnEDjQ=,1,0,,7,20161027
k0lF3xZSIGRN53k3evJPFKXAAd+jUihN8sUZyuX/9Lw=,1,23,male,3,20150205
3iyC/z3RNc4W6BL8+vGe26svEcna/Ll009zzN+jzGTQ=,14,32,male,9,20090511
Gm8U8oPJwtmBKHIlx6Xl9izoPsdRzuzF8ceipO5WW48=,10,34,female,9,20090629
NU6RxT6viLkI6kWz8rObhzNIo8sg1/3EXzMgVP7b6K8=,13,43,male,9,20090907
Yb9TvebRmhP0RCkEp4+E2NX6iwZzLBB4TmFbTQfh43A=,22,22,female,3,20130704
CRPN0cML91M7M5MiJo48AABLkKTalHuhbHGmWjwuLeA=,22,0,,4,20160331
EXZsW9wJFRLj1pjLjfyMgruVBmwlzvL1rXYDoQwnOGw=,13,55,female,7,20161224
+JZ7pQ8mMlJnaql+rTxhU5B6jXJhUkgOAySROjrvuG8=,1,0,,7,20151122
dmhlAJJJ7iOcvrs4H3AJYNCF0D7kqHmKrqDLyQyqPHQ=,13,22,female,3,20141216
RL+FmAhxYGBsgIIyF+YVfij4jRbHQgH6CZF1RY/PkZc=,13,16,female,4,20161125
BJeeNklXCm7Elc3XbLiEE1kz3ALP36jILDeze8XIfzs=,5,27,female,9,20060921
yDdn6YM3c6DLyeta9kWJXCUxdk8LO1soIwsrQw9bQGU=,1,0,,4,20160519
Ny015HySA0IZHfQX8sL4YJs7wumj+EaXVHgePgR3l1o=,5,25,male,3,20130828
7w/ZMs2BHFPY68jr6lmC2KMjeQLBv6EGJlKI/Jb4fs0=,4,30,female,4,20151016
Zlt7yZz28gOEL4RPZHSkAxMHc/N/2OZqwANJbrop5jA=,13,35,female,3,20130623
wBHSH2OrzkfCnznUxqiGkkP4Bn0IaBNHVAfLkar6YIc=,13,0,male,9,20141213
mPK+d5W3fE+q7DCSwJxqSnb4OlSd8dj4Lr8CotX6sKs=,1,0,,7,20151109
mU0s+JP3BpZPChs3ITaae58Ua7kZ3nwJhDM+yDzn2Ps=,1,0,,7,20161203
JxK6nkE10OynSd0g90ds2QRHUlZHrEgt9JiUijOZF0E=,1,0,,7,20160602
9QP8+ajTdy3LumeQNQseyyopO2W1bmXL+brXA/zkxQ4=,1,23,male,3,20150622
7/qXgSisCz7ZDwZ9Jlg7l0rQkrxo+Fs+MhgBkDKkBgs=,1,0,,7,20161219
brROUu2UeVkE8UJ61jz1hmjSUlMZsSDlyvN6EyqFQPA=,1,0,,7,20160408
xRTvRilRssvFqwfK8dadmDmiFscPq0ny/mP/70Bhzuk=,1,0,,7,20150809
3erKckp08Hz1B8E4QKeXmpUocIMma0QrBFqIbJX8HAo=,1,0,,7,20150810
cZxj1N8P46bLybyeNfC6h6JlRakM+ezh/kIe0czgqpY=,5,21,male,4,20161109
PyeoQcOJgGhyLi2Syucx8Y1RC+lRMD1mcxtQ+6bAiqc=,1,0,,7,20151108
7MaDzU5z9b/AY2P0VaWm0s1oDhQjGaIalyvzbrU0Gd4=,13,28,female,9,20110131
6aGaP6KOJ0Ny/pq/Yq4TIUhlp9wfYR6ZlO+2t2Kyffc=,11,20,female,9,20120621
hXjSjRoH0UGWmONNEAACm87Fd0/H6/G3LjKx3Ta/NOk=,1,0,,7,20161231
H5PaIuP/NG0zmrqFc7WmoRdbujmCbW6TXA9ItAEJorg=,1,0,female,3,20140811
0j7zdHk6JsNLFzVsTat5EwH03cA4vzMIv7xvIy5HXgM=,1,0,,4,20161111
fPhw/494Yk14kaQEba2UMstUgHK9ty6XcWYTeCAEk/s=,17,19,female,4,20160626
F7ub+Zldjfi/18TQR09kxHC9MXPukd6kN2CrdYLRM5U=,13,20,male,9,20100629
pFBInd01zOYQgpk7mAIiUYIhGSJtuWgPlu/qS2boLBM=,3,28,male,9,20101023
opvLHVPvjlbu81rVNFSMt4Bi6VyakX9+kY1TIrIXHyU=,13,27,female,9,20140721
1dxaU7sL3GgtLBTNH6jO0+M6vYZpvsRwavNZFkv24U8=,1,0,,7,20140225
hz9pLcwwzzoJycRKD7rvRG6gVSOLrZSHlXa4cr9FJXw=,4,22,female,9,20121024
jCsQMUbfbbyJuaJzqN6Z+CJGp7BuBvF6lXTDyWuhOAA=,6,23,male,3,20130114
sr5nXiVXR4lACLbYvhnYc646CoQC7mLmizxn2RG8tQk=,6,22,male,4,20160825
Rzkk9RVpt+xSLqL0nM4OXhcULBjEzY7LTcJ/5M2VtOA=,1,0,,9,20170125
gDmRt+deMOjt9/5HwBx/j6zz6iaQQWO0cLlF32CCH6g=,13,25,male,4,20160630
vHn4kbNo52LKDAbfSlbtUoV87DR7qeLX/ZOgl2QFubk=,1,0,,7,20160504
HACUIE7uzi/BIkiNnCcX+4CNqJGrx57oWAsFTFzPTHw=,22,39,female,9,20060320
SGKOzLNoJjO3DhV5eOgF2reb+UuYVVeG19m3VAnxgNU=,1,0,,7,20160601
JNpaUGdR5gBAnkmGWnLaqmXcqSBml6Z61P40+K3tIDU=,1,0,,4,20170107
FDwXo+Li6I9NRnIlyRx7gjQPyR5EcgLPx3ZuN8B+sQc=,1,0,,7,20160730
JAX1NCBgAxCNFNnuF09wh/3cKHuMNtpAsxdokKtH3qE=,1,0,,4,20160901
sWQV2xxkSWscpkbBMEMukqRGoTu6exGr9SQp0/MFEwE=,5,39,female,9,20070818
zp+VAtVFJIFcmw3yJaovcAMzqNKTGkHjzTKwafsr6mw=,4,18,male,3,20130923
k9E+42FXRAgfk+f+twY8tH3pmgvdNZf1U8IeuYX3vtM=,1,0,,7,20151111
2oPZCQHEcArapLhWMQmn4twy21Tu+jyY8BzzTGsvY6o=,3,28,female,3,20130103
repjL9YNqU6QF0mLorklSIE+8kA9YVIIRDmtdWk3/P8=,1,0,,4,20160420
9K3I6mBkJxtMxcyP6rwAwrRdqRX8CDbn64vyC8udCwU=,1,0,,9,20150716
lYLHxHPBi1cdKNYMNxPbF5F/27f89UP94lNFdtPNaLo=,5,32,male,4,20161218
dIRzoyiobGyKeqye5tucJh+P0KfTbxLPly+lxbQYqIw=,1,72,male,3,20150818
PECC4fdLTIXOptFLkuNWWsNxHgSBmsJBKW3k34k9D5U=,5,22,male,9,20150327
JxvnjSYpVTLJKCrjgBlQscgaibCCJXAqIx8N5PV2vAw=,1,0,,9,20161228
gBFnO/z9w2yjqpxYz5c4QKZShj/iU95I8KkyUavQSls=,1,0,,13,20161225
xRq+c2Xf68kSHQccHprPuBQD0KXxyLthZPb8kVawDEs=,1,0,,7,20170125
DrMggTaLYkw+eJfuULmjbWkoVCbKGV1vYuDxCu2tkcI=,1,0,,7,20160523
cPdpORGbkJlDbeYMJpjdcAXn46oqlDZmFb/E/5WEoxA=,1,0,,7,20130901
cBrUGyy2Zwv/QmmV/DvLlZViG5fbXE+7LXCOIY0rnDQ=,6,33,female,7,20110208
dSQ1ksOSQJHEq942PSyh7AmcFxI1P42btt+V8xTWg6w=,1,0,,7,20161014
Pf+nvlld+iGxA6bpbNAzpgAt5zWeNC7iKqTl/xLGT2g=,4,21,male,3,20161026
GALAvE+yH7m4f0ed4QYfi7zsn9CY94J+VpmmphqEi5o=,1,31,male,3,20150120
eYIL72N49fDJOOxxmWimnDQVSwEcjuxhSFHAVE9AyL4=,5,53,female,4,20161120
aV0PjvSLJOYBCxoJpaGmnofldipTwYnbomD9yCYAl6c=,12,32,male,4,20160910
Euc0Z22TCpbn4rJkKgbqqSFXzDOdziOx7eEM/uQUwtE=,1,0,,7,20160911
Bt4ri1xz/o2RkRCjgX1RjM8fpFL3TIY9jN3luCt1AMk=,1,0,,7,20160720
S6zkDwz3CYEtpLK+O+ltt+MiQ8/wsgwtNjQ/t4cp43M=,9,42,female,3,20120201
s1sWC6lHciVEhnvElr4PCKi/VIfWNf3CPBxDWw9c2qw=,8,17,female,9,20140223
LUCi7i5FeNuZz4DB0zKu8J80rgr2uCO8YHCSW9PZfAk=,4,43,female,9,20090623
tEum6lP+5MT5jgtvIpBMM1ZQmCLqL+ou1UH6/1v66uw=,1,0,,7,20160812
kMpZQwjseEelQ/DIL/PoiJ3SWp8O925Q7DgzWyFBMVM=,1,0,,7,20160703
OLpkpncsh/qV5ThYFa4rPQPqrlNWr9yfsSoQfPnBVu4=,1,0,,7,20100802
rfP/Os35u6N4nVi+qMLUWSMTKIRJBG41NdT+4Q/LWTI=,6,17,female,9,20140802
oTZP3DhcCUD3hXQxdVlDhL1Zj6UHpWEqkCyJ7Cvfo/I=,5,37,male,7,20140907
dZSc0upXyVK90lzMt6A4LxTR+iYOZGdv8OPaGEBXsEE=,1,0,,7,20111218
mcNlOWInX/5vMuju32zqgZMyiw74zcnX4pzQGd+cV/M=,1,0,,7,20151212
YDVA6lcIG0LQI/XaKX1jxK0Ps0gy8RiMOl2Wh+Og54k=,1,0,,7,20151213
HJoyytYJOHJ+TsXlbnj8lbrIgD5MfZtYGjXtbuTW5rY=,1,0,,7,20130910
Xz4N4ETuc73tZZW9vgbZoc+jk4c6sAdRWEJWq19TtUI=,1,30,male,7,20130915
mEB7BMNbOhgcRFU1FZ4xfxxYH+Aek5Fu194y6mNJcNg=,13,17,male,3,20120928
QqpwBVgQUaUg57fhYRjoY29chcVZNSEj4ecB69yZpiQ=,1,0,,7,20150928
qB6ojAybUkLwO5UhJcSb4YJu1CMX7JYMW9ykoWAf2ug=,1,0,,7,20151008
HLl01lPTRMBWhPW5LoDmLlRTtLOVQcRjhdG96xbrMyY=,13,21,male,4,20161031
ZVlW6q4i0dP/4HwbM3lQ6hiT2VeK300ewxt8tMq9QHo=,1,0,,7,20151114
Fd4AgvSaxjb3YqNxCriwt3FR9UnZ/KfCFowvrFts97I=,1,0,,7,20151009
MX7KtV87CS2gjTWwhaXiIfFkfqYuPecr0DrWKsgkb/Q=,1,0,,7,20151017
77hqJdyzIpH90d6/9EMcHWD2VSYOW1BlTKr0FH+FR1M=,1,0,,7,20151204
LfbKxHQ8yyE8mDn7icIoH5f85giZ/rXv13basy0Rz5U=,10,25,male,9,20070819
yrLNWzp0rpjtG2gTQEFeATFWXDOJxNklo7qmFAQXl+k=,14,22,female,9,20130727
Spb0q/UEidx2d+xuTnrdsfh8ET3/bWepXIhwaB6XYfA=,22,19,female,3,20130802
aDh4i9Es3sp5r2+Utd2bRFUZlBd/01IyTaeyoW4Xc0o=,1,0,,7,20160128
5/n3nz7X5Hj/VSRSVRpgbZhq5dzwlwysyudX5e/gFy4=,13,0,,9,20140213
YNvU4KjcgRggcVx+EF+3liRTEWdeBMset0rQlRgmiio=,1,0,,9,20140309
H4dnQHYdzYGev9aVP5yqmBAphbH25KJzyf8Jkq4nsUA=,1,0,,7,20160106
dKORwooVCS5t3Sk85l2J478h8/Nmlvvhpfan5K6gHdA=,22,18,male,3,20120221
uOBiThKnfyMnW7UQy+Bx9azOS4BUb0nt5I8uq/PJwAA=,1,0,,7,20120614
y+tkayxmrfeJV1Qhu43nkFsYzUAor7N8hYg5kMsrKC0=,1,0,,4,20160321
FNvG8VBmenszf3BxqIw6MzfePhPqJ1L/aSXqRBAqbMs=,1,0,,7,20160325
uI1+s32jzOCmpRx4u2mIyat6C7wLOEZVxsn8oBZTirQ=,1,0,,7,20151021
lHuPDWBUS9JzUekuo1Kb+m4FWVoNkVFIRM6gy86Z7hw=,1,0,,7,20150801
j+nqFbm07TdoTjjTslJqHDhJKLW3U49SHSBEmSlHrgI=,1,0,,7,20150801
r07Rn9dd3zSYTouq+nbVk81XXlRKRGaMQMhrAm+mROY=,5,23,female,9,20060803
8WnTYjweCyeUJlGmAQqHqaMWL10isXanxrz0WQTH+9U=,21,20,male,9,20120415
wh4M5Gjceor8AtpCauz74Np+k/mZylVjebyp1+LUqbE=,13,29,female,3,20120815
YBB1hVqPdnVD+8YZF/4wcuL8fT2WfMv1EPHPNFqGIuo=,1,0,,7,20120827
b4gB8knnPHR8QZu6vWRuIYFWdGpyKTvxxus1PNLnomk=,14,22,male,9,20150826
Dree5kkgfHu/sbuv3SSTGpEeWLuL47S6oZJEX0PyV8k=,1,0,,7,20151009
fNXJm6IAlr0Ov2NUx5rz4WnyeLVFAOeixHaBLfGJbl4=,1,0,,7,20161128
+q4wCUANHD2tliLSn5D9ytO+mGOdg3tbY+IIOwZmSXo=,4,39,female,9,20110813
40YGz/f5Vf3ZvuXwZy5xQr9miFuk9Uyt/wXRH3sv7dQ=,1,0,,7,20160229
70Kn57TZyYnWD6Qj2lXjTt1jk5zRWo94VM+AeRZM8Ig=,1,0,,7,20160718
K83fmQ6mmBAkFS2IdJuL2TYCSD0uzPS9+MB/MTjthQc=,1,0,,3,20130109
rCIOOlmv6uVNrilX+CU3yfHxQ6+nYaauNtnduJDItHc=,1,0,,7,20161211
HPdq/BPvYOu57w5gO8hn85YeSARQ8GnxFsWb2XgjEKo=,4,23,male,9,20161214
7zJoUOsUdMhYdbG6e3NGbLFqEhXHeUMWDvW0i36SU2U=,1,0,,4,20170103
MsOjt7F9bRtbZo86dtxkPLVScp/+C4PO2ElEl1Pdt4g=,1,0,,4,20161109
OM2BphGESej5XBK6fu+VWsMj7bPH271Ab6egHDibTyA=,13,17,female,3,20121013
HwWeFd9X57cltCNgOdodtiM3WDf2zEDS7+SHIwlpLAw=,13,47,female,9,20070225
gTppB7LcNDW6IKnQsESbH8Jl8ZDd8WUVddavV0hl8ug=,1,0,,7,20160928
PXk2Wc75snmu64dP5TN4BlJYuSRw5uQVGaELiXTiT2A=,1,0,,4,20151011
DI/onncWqxZciVfvMx5FlDkxflh3JmycRsUu7inObnw=,13,44,male,9,20150129
Lr0vEhxnjCYKGtUEMNQoXejz6vc5xQqi58nz0qvIqJI=,1,0,,9,20151209
VF4dwCdC5AVhWqa/SehWg7IMAoxNLR9Vwv8hYOzDCDA=,1,0,,7,20160628
4PJY0ABeYCbpwbyAQNK1EwVXQH/4Vh0cVaqwnPeuAnE=,1,0,,7,20160705
m8SwC9NrKyxUvAviWMshGzScccKVSVGfCZDsKRi4Gh4=,1,25,female,4,20161214
QhgSSnqy8KIoHgg+Rv1NDC/77vmQwNwxoWkVN8yd4oA=,4,27,male,3,20120417
zq66RtQuT7CGD9EDDCKvB0ZPk6v17zktK9VV8BeDS8Y=,1,0,male,3,20150127
8j3YNYeLggdBZwySO+eFWHyJ8u2WHJmTw03Tn8pFmfM=,13,38,female,9,20061124
9Wdgbimn7Tg9P3ZcQij7BSIB7sT+tcpSOvuKHG3Zd7U=,15,33,female,9,20061212
ur0rGRoV2XJOYpNbzl5n/jBEV9PrKDwZX4QeO03gXl8=,6,21,female,4,20160822
E8m5hkMkEaCjmp03fTlSq1EhsHKms88dmRrMOBw+7qM=,1,0,,7,20160819
9PDCpfiVvMx30nvr1IYHxyo/3zyVV5STd1He+GWxANc=,14,37,female,7,20101114
VjopnzNTpkc23TXCun+yf+PVY37Su2/i+sIoRI4cuo0=,15,26,male,4,20160602
/WbQ2CAGZodBKX9/L9NteZU8YRtlOTBc4ErHpIVQVpo=,1,0,,7,20160617
6faarSqQUKqiRlf3JWP0AUo6i+AGcBXGnUe+flG4ZkI=,1,21,female,3,20141002
dkTHNIEyNtl5yy6X2YuL9pyGiUb9ZB7WJPFqD7nG/UY=,5,36,female,7,20160717
UCMgPO2bVjlZmKWzBaM8J87cM4B6KGxJ4U7956DsMdI=,1,0,,7,20151114
Sico5gLH12Bi+IwwqPIr0dV6pLlScgFt6M+AlrZBKRw=,12,38,female,9,20170103
u4bHFbEPcOrRTTak60oNhLi5O7DVfsOj+BcY9Gjfh8o=,5,23,male,3,20150310
H9HaU2UrIwhLSdbxMWHLGCunYEkb+giaNVXD1s5CXII=,1,17,male,3,20150610
ygw5snZAejSwGLwZdK6fzweH/Txr0RjQ0EAGBjPs6qw=,13,20,female,9,20150718
G3HJo5xH57zbL3if1G6o0+ND+Vbb96hnR5CjT7Yddsc=,1,0,,7,20150728
ojlziAF/1xBRqkOHHIGryvS36JHoFkQi8EZXMeFAj4c=,1,0,,7,20170128
jye3FLF2ypjhsGV5ovp95RyEzDdiUpfyZA9QXzemy34=,15,0,,4,20160805
gy78r/i+7TLIkfRwUbuuC5qUBubThzOY2V9IsgbqWi4=,1,0,,7,20170124
i2LGfDo9pAEqVLX5GVAbvIMd2xqnIwAx1gevxKfgRRM=,1,0,,7,20120611
fHxnED/FVFBGhRT//wPYjJsiiEg3Ui/jhtLH5IlBHv8=,14,41,female,9,20120829
yxGar7mvI/Csqv9BZ/2u8hrwrQIninS/RUjR5SmWsaA=,4,38,male,9,20160606
/ugbGq+p1qkvFlMymLXsjnjfZfo/lktMhbcrZrsMmjE=,1,0,,7,20141221
zFjKzYpy9WD4EAY8gJrfRjXL0x8S0RfwL8vJYWUEyqg=,1,0,,7,20160411
+3luCONPM9gwqzs01Eh/s6JDmsBaqEQPTAFLYgwacGo=,1,0,,9,20140304
pbSFK0PK1uuKs+MGaf2T068Bjpy3rmxRu2k1O1mfps8=,1,0,,7,20151105
+LSMq4XuFjODNEkILV+oXLoM9qwEeNYh41Ouy3ep+7Q=,13,37,female,3,20130116
lsjhT18tbmRUOGApDkSEZcm8Fqdq3VqPKqinN0n6X/E=,1,0,,7,20130214
tdZJg102jwe34LIaCuFKUQvEM2lSMMU9Q0T/ZY1mcEk=,15,20,male,3,20160227
BSGqA1JLKMFBbujHJ0fxWbfwyiOkHENWiD/dj/TjzYg=,1,0,,7,20160301
MlBHoe9Xk0q6sMhsbMSE2DFZzHGSAtMW7TcksgXuVe4=,1,0,,7,20101222
m0ESpW476DSkyoCIJHZSYbwWTX0icVqmyHEZt4I+eMs=,13,19,female,9,20110309
yNKy8rOJ+lxmIXE20ggKvlaA7lNBIiDA9o2LZjrobq0=,1,0,,7,20160131
kcRAVEaSpspfFSpi3EsHo7Vik7sGnWgCn1bMQk85cP4=,6,30,male,7,20160207
j3X/tYo0oUZKO7IRcOwl4mNG+pZZpaWr2F/9PHDx3hI=,1,0,,7,20160207
aEzQEmx8KKYEdTecnT8uD4O87Hd2drnvCcncFzUMG8o=,1,0,,7,20151106
2NjPwnyvJ0735Uc+e/9XGZmHmawG2w16lm2tTiil4CY=,1,0,,7,20161122
gc4CbMGrA5xFLcqCjm+ievJDxcVWkOQwnLLFEP0XnvQ=,5,22,female,7,20161214
MfXzODzUN9+8gYlhdrvlZjCcPLKYuL14gBy13CbZRYo=,1,0,,7,20160921
TbIfbllEnrEJE7rBZZIAzvFi7V1h428fWWTosUfWpGs=,22,29,female,7,20140324
S6R4Cj1Fo/WETSxVM+RzmLn7PbXB+HlXkb5f74kGFiM=,5,19,female,7,20130719
iIUtP6U6XDifKaVtqj9hnZMmVNBl31aZLhy4AjOtqNg=,14,16,female,3,20150902
SK5uAHlC+WEmpOoHjPLyoE8UlPjJlCfOcR7a+Gj/e9c=,14,17,female,3,20150902
zLTwg7JIqTI0VHyRp5i1jkPZc2FGFs35cbm1yEJ/t7I=,1,0,,9,20161204
gCQgi2capn+j+R+N6rR9T1iRU209ilotIh8PqPrlzc8=,17,39,male,9,20050328
oq96ciE5ilCzC6u1+dAsajWmNx5hUG7kou2zffEZsV0=,1,0,,7,20160423
MNz7A21NNWXsk5Wqfhw+VeS/hS7uE3gYgn657PNBJ20=,1,0,,7,20160125
rLHS0erGOYTC/dhpCWkwVnDvsgaERAiVSMwgh2Zt+j0=,8,24,male,3,20111215
ZKOiQkwyNGU8MuX82cHUkNzsDK/FjZSazbIksuw8I3k=,13,38,female,9,20150201
YRmdxvV2tU5mLTx+cMerZo+idB2zfwRephhUtPi4lZw=,1,0,,7,20140307
4pRLppKyDYknNe/OUa2tSPyuy29YlBG7ijQZFDl+8O8=,4,27,male,9,20071118
nRN4eLW1pZ1Sw/Tlya0sa8BGuOC2bqDhQ6OWJAt9ooI=,15,18,male,3,20120925
hpGWQL9WS87G1vKidtUtMCsjEPEa50fkEkjBcR5WOes=,16,31,male,7,20150713
tjdnzOZ09Qsp2R5qNIO4BOoQA2/CqeidhzMN9UGhERA=,13,17,male,9,20150407
EUi7LdMFsoyEYnMUsWOtLDV4rPHWQ6XdnXYULpaDlPw=,4,39,female,3,20150414
8tNUmtA6opY1MKTjoE0is7R5DHq6YkEybQNCl7Rf9dU=,1,0,,7,20160422
yUy1wsOOLCunInZd3ZeiMe7Qse1sI/XN5tQBUJvE4+0=,1,0,,9,20150409
ue2Q4VBtQ9JakFNttuX6XJZfjm+wyT28vB6hAVqdq8o=,1,27,male,3,20160531
4nZDI0uEJgTz+6yGZwbCvWYBb3GpqAP6yoL65nZFEkM=,13,47,female,9,20161224
X/YVgGO9kvhfLWGDSNpJ4yj1mDs513bJupDB1FqJX/Q=,4,21,,9,20151113
9UAyPNHrqbH9vY+tPjNCejYm3heZq1t2+r1QzBZtVmA=,1,0,,7,20151115
L/Z6y8Tl/4cfrI6TwiRVsXM4KPTbiHHZ8WHYRAqMZyg=,1,0,,7,20151108
iJ+fY8ZxyyK7oWVMBoDTgZL+OljpUhYXZ1LqExkAipo=,1,0,,7,20161127
1iJFkETSQviToGgsQYRM/A+6QyniPAwPa/2L76n0uk8=,1,0,,7,20161219
MJfPhdz/biDJyaleclOH3cbaWF6Dlrv7/wGw9E1/s4I=,18,25,male,7,20140703
pJ7/EgYxqeqVrTtJAk9Ozkdr5MNxEko5gmenpp05FXk=,6,33,female,9,20070827
lFRLOH0D463KUcL5lsJY5kB+V6f094qBGF0E5XTZ+QQ=,1,0,,4,20160630
BSTg9If//2zkRCjGYE+PsQ8M4CGvSgGLlXbV0Gav0ck=,9,33,male,4,20160705
